5.000000	0.000000
4.971184	0.000000
4.886203	0.000000
4.749382	0.000000
4.567670	0.000000
4.350264	0.000000
4.108111	0.000000
3.853321	0.000000
3.598511	0.000000
3.356126	0.000000
3.137765	0.000000
2.953561	0.000000
2.811633	0.000000
2.717650	0.000000
2.674530	0.000000
2.682287	0.000000
2.738030	0.000000
2.836132	0.000000
2.968533	0.000000
3.125185	0.000000
3.294602	0.000000
3.464484	0.000000
3.622394	0.000000
3.756433	0.000000
3.855892	0.000000
3.911842	0.000000
3.917616	0.000000
3.869186	0.000000
3.765381	0.000000
3.607962	0.000000
3.401531	0.000000
3.153295	0.000000
2.872674	0.000000
2.570808	0.000000
2.259958	0.000000
1.952847	0.000000
1.661986	0.000000
1.398997	0.000000
1.173997	0.000000
0.995055	0.000000
0.867763	0.000000
0.794942	0.000000
0.776496	0.000000
0.809422	0.000000
0.887982	0.000000
1.004019	0.000000
1.147407	0.000000
1.306601	0.000000
1.469272	0.000000
1.622978	0.000000
1.755844	0.000000
1.857209	0.000000
1.918211	0.000000
1.932266	0.000000
1.895434	0.000000
1.806635	0.000000
1.667711	0.000000
1.483329	0.000000
1.260733	0.000000
1.009357	0.000000
0.740313	0.000000
0.465794	0.000000
0.198418	0.000000
-0.049456	0.000000
-0.266396	0.000000
-0.442509	0.000000
-0.569984	0.000000
-0.643507	0.000000
-0.660555	0.000000
-0.621527	0.000000
-0.529726	0.000000
-0.391182	0.000000
-0.214326	0.000000
-0.009533	0.000000
0.211431	0.000000
0.436053	0.000000
0.651738	0.000000
0.846494	0.000000
1.009577	0.000000
1.132066	0.000000
1.207346	0.000000
1.231459	0.000000
1.203316	0.000000
1.124752	0.000000
1.000418	0.000000
0.837530	0.000000
0.645471	0.000000
0.435276	0.000000
0.219034	0.000000
0.009223	0.000000
-0.181966	0.000000
-0.343298	0.000000
-0.465104	0.000000
-0.539817	0.000000
-0.562379	0.000000
-0.530527	0.000000
-0.444917	0.000000
-0.309100	0.000000
-0.129329	0.000000
0.085767	0.000000
0.325649	0.000000
0.578430	0.000000
0.831512	0.000000
1.072264	0.000000
1.288699	0.000000
1.470118	0.000000
1.607681	0.000000
1.694884	0.000000
1.727904	0.000000
1.705801	0.000000
1.630562	0.000000
1.506996	0.000000
1.342460	0.000000
1.146466	0.000000
0.930154	0.000000
0.705692	0.000000
0.485610	0.000000
0.282124	0.000000
0.106463	0.000000
-0.031731	0.000000
-0.124932	0.000000
-0.168142	0.000000
-0.159158	0.000000
-0.098693	0.000000
0.009658	0.000000
0.159614	0.000000
0.342548	0.000000
0.547953	0.000000
0.764013	0.000000
0.978236	0.000000
1.178143	0.000000
1.351931	0.000000
1.489124	0.000000
1.581136	0.000000
1.621739	0.000000
1.607402	0.000000
1.537487	0.000000
1.414281	0.000000
1.242884	0.000000
1.030926	0.000000
0.788167	0.000000
0.525966	0.000000
0.256674	0.000000
-0.007032	0.000000
-0.252829	0.000000
-0.469411	0.000000
-0.647098	0.000000
-0.778351	0.000000
-0.858178	0.000000
-0.884398	0.000000
-0.857752	0.000000
-0.781860	0.000000
-0.663019	0.000000
-0.509854	0.000000
-0.332849	0.000000
-0.143772	0.000000
0.044968	0.000000
0.220998	0.000000
0.372654	0.000000
0.489623	0.000000
0.563501	0.000000
0.588260	0.000000
0.560574	0.000000
0.480005	0.000000
0.349037	0.000000
0.172943	0.000000
-0.040497	0.000000
-0.281409	0.000000
-0.538352	0.000000
-0.798942	0.000000
-1.050507	0.000000
-1.280776	0.000000
-1.478535	0.000000
-1.634234	0.000000
-1.740495	0.000000
-1.792515	0.000000
-1.788315	0.000000
-1.728852	0.000000
-1.617960	0.000000
-1.462141	0.000000
-1.270212	0.000000
-1.052829	0.000000
-0.821902	0.000000
-0.589957	0.000000
-0.369453	0.000000
-0.172110	0.000000
-0.008273	0.000000
0.113648	0.000000
0.187630	0.000000
0.210364	0.000000
0.181431	0.000000
0.103324	0.000000
-0.018687	0.000000
-0.176846	0.000000
-0.361333	0.000000
-0.560795	0.000000
-0.762967	0.000000
-0.955339	0.000000
-1.125836	0.000000
-1.263474	0.000000
-1.358962	0.000000
-1.405209	0.000000
-1.397710	0.000000
-1.334797	0.000000
-1.217735	0.000000
-1.050659	0.000000
-0.840352	0.000000
-0.595892	0.000000
-0.328158	0.000000
-0.049253	0.000000
0.228145	0.000000
0.491466	0.000000
0.728917	0.000000
0.930117	0.000000
1.086652	0.000000
1.192520	0.000000
1.244451	0.000000
1.242080	0.000000
1.187955	0.000000
1.087394	0.000000
0.948190	0.000000
0.780185	0.000000
0.594727	0.000000
0.404048	0.000000
0.220602	0.000000
0.056376	0.000000
-0.077758	0.000000
-0.172642	0.000000
-0.221333	0.000000
-0.219483	0.000000
-0.165583	0.000000
-0.061046	0.000000
0.089860	0.000000
0.280240	0.000000
0.500939	0.000000
0.741034	0.000000
0.988423	0.000000
1.230471	0.000000
1.454692	0.000000
1.649425	0.000000
1.804455	0.000000
1.911571	0.000000
1.964999	0.000000
1.961722	0.000000
1.901635	0.000000
1.787548	0.000000
1.625041	0.000000
1.422151	0.000000
1.188946	0.000000
0.936972	0.000000
0.678636	0.000000
0.426528	0.000000
0.192748	0.000000
-0.011755	0.000000
-0.177767	0.000000
-0.298310	0.000000
-0.369014	0.000000
-0.388353	0.000000
-0.357724	0.000000
-0.281367	0.000000
-0.166131	0.000000
